product_code,product_name_short,es_diferenciado,product_space_cluster_name,reflections_index_z,fitness_index_z,rank_reflections,rank_fitness
3402,Cleaning products,Differentiated product,Industrial Chemicals and Metals,-0.14781358805192216,-0.5026678808285322,457,560
3403,Lubricants,Undifferentiated product,Industrial Chemicals and Metals,1.503033806955759,-0.31204554869674106,50,428
3404,Artificial and prepared waxes,Differentiated product,Industrial Chemicals and Metals,0.763360638324998,0.37194363060053753,214,176
3405,Polishes and creams,Differentiated product,"Construction, Building, and Home Supplies",-0.12785025165995675,-0.3945906485432974,450,473
3406,Candles,Differentiated product,"Construction, Building, and Home Supplies",0.12660880937176658,-0.3828613413232962,398,464
3501,Casein,Undifferentiated product,"Construction, Building, and Home Supplies",-0.22885035471239212,-0.15406786489943883,475,359
3503,Gelatin,Undifferentiated product,"Construction, Building, and Home Supplies",-0.20481577800362627,-0.4235887857086176,471,497
3504,Peptones,Undifferentiated product,Industrial Chemicals and Metals,0.8719286805509092,0.382462425559528,183,174
3505,Dextrins and other modified starches,Undifferentiated product,"Construction, Building, and Home Supplies",0.4753773284100699,0.21730510798494312,295,219
3506,Glues and adhesives,Undifferentiated product,Industrial Chemicals and Metals,0.6808563322498321,-0.07332393965052134,234,313
3507,Enzymes,Undifferentiated product,Industrial Chemicals and Metals,1.1818642513419428,0.5187580632932549,102,145
3603,Detonators,Differentiated product,Metalworking and Electrical Machinery and Parts,-0.7639231166716682,-0.5830137767332998,606,659
3701,Photographic plates,Differentiated product,Industrial Chemicals and Metals,1.249153224370573,0.772656819366566,93,103
3702,Photographic film in rolls,Differentiated product,Industrial Chemicals and Metals,1.0616455449936917,1.0209597743241623,123,71
3703,Photographic paper,Differentiated product,Industrial Chemicals and Metals,0.5485141063611294,0.35495162466665803,275,181
3801,Artificial graphite,Differentiated product,Metalworking and Electrical Machinery and Parts,0.908809041382085,0.5791326058940724,167,135
3802,Activated carbon,Differentiated product,Industrial Chemicals and Metals,-0.3458415304970555,-0.2955249296952175,507,419
3806,Rosin and resin acids,Undifferentiated product,Industrial Chemicals and Metals,-0.23825606932586363,-0.10170160310577286,478,325
3808,"Insecticides, rodenticides, fungicides, etc.",Differentiated product,"Construction, Building, and Home Supplies",0.14710769558172798,-0.32807200742602205,392,434
3809,Finishing agents,Differentiated product,Industrial Chemicals and Metals,0.5612253936293796,-0.2517128575438043,268,394
3810,Pickling preparations for metal surfaces,Differentiated product,Industrial Chemicals and Metals,1.4836557937808403,0.3939973439949609,52,169
3811,Anti-knock,Differentiated product,Industrial Chemicals and Metals,0.1833697241465692,-0.12098746728886872,383,339
3812,Stabilizers for rubber or plastic,Differentiated product,Industrial Chemicals and Metals,0.8778320312398978,0.2709802263810118,180,201
3814,Organic composite solvents and thinners,Differentiated product,"Construction, Building, and Home Supplies",-0.07190644457464748,-0.6123104768624862,436,699
3815,Catalytic preparations,Differentiated product,Industrial Chemicals and Metals,0.8197422347785206,0.05624033172596621,198,261
3816,Refractory cements,Differentiated product,"Construction, Building, and Home Supplies",0.49244196953542674,-0.04517685072636203,289,298
3817,Mixed alkylbenzenes,Differentiated product,Industrial Chemicals and Metals,-0.07350966308424513,-0.5213518463373498,437,572
3818,Chemical elements for electronics,Differentiated product,Industrial Chemicals and Metals,1.7477348780874402,2.054086478860746,15,17
3821,Prepared culture media for micro-organisms,Differentiated product,Industrial Chemicals and Metals,1.1961485513089425,0.5706653226865268,98,138
3822,Diagnostic or laboratory reagents,Differentiated product,Industrial Chemicals and Metals,0.5524270905271174,-0.31873442415853953,270,431
3823,Industrial monocarboxylic fatty acids,Differentiated product,Industrial Chemicals and Metals,0.26803457401653225,-0.4068500768850335,353,482
3901,Polymers of ethylene,Undifferentiated product,Industrial Chemicals and Metals,0.2105403519167117,-0.6350876558627363,378,735
3902,Polymers of propylene,Undifferentiated product,Industrial Chemicals and Metals,0.549189486643838,-0.4931401157214104,274,547
3903,Polymers of styrene,Undifferentiated product,Industrial Chemicals and Metals,0.9343165922597032,0.08566545107528949,160,252
3904,Polymers of vinyl chloride,Undifferentiated product,Industrial Chemicals and Metals,0.5899606999841516,0.09099782861627118,260,250
3905,Polymers of vinyl acetate,Undifferentiated product,Industrial Chemicals and Metals,0.9483735579108036,0.13521102311182484,152,240
3906,Acrylic polymers,Differentiated product,Industrial Chemicals and Metals,1.078233407700747,-0.13706561844399856,117,350
3907,Polyacetals,Undifferentiated product,Industrial Chemicals and Metals,0.6311326891019072,-0.1376581568284906,248,351
3908,Polyamides,Undifferentiated product,Industrial Chemicals and Metals,1.548256899525088,1.403683073964915,42,38
3909,Amino-resins,Undifferentiated product,Industrial Chemicals and Metals,0.8200679785804913,-0.26716262775692545,197,400
3910,Silicones in primary forms,Undifferentiated product,Industrial Chemicals and Metals,1.6943976715882036,2.053016216662404,17,18
3911,Petroleum resins,Differentiated product,Industrial Chemicals and Metals,1.2810595722894214,-0.306359636695868,84,424
3912,Cellulose n.e.c.,Undifferentiated product,Industrial Chemicals and Metals,0.9259235265396122,0.14577341123894946,163,239
3913,Natural polymers,Differentiated product,Industrial Chemicals and Metals,0.6177715913883034,-0.0414885569760713,253,294
3914,Ion-exchangers based on polymers,Differentiated product,Industrial Chemicals and Metals,1.934335684853798,1.694052366043837,10,25
3915,Plastic waste,Undifferentiated product,"Construction, Building, and Home Supplies",-0.6067320650820249,-0.64992072184133165,566,758
3916,Monofilament,Undifferentiated product,Metalworking and Electrical Machinery and Parts,0.49405498909239903,0.4119773458177584,288,166
3917,Plastic tubes and fittings,Differentiated product,"Construction, Building, and Home Supplies",-0.10042003518659108,-0.5974108931162507,443,676
3918,Plastic floor coverings,Differentiated product,Metalworking and Electrical Machinery and Parts,0.42807212963940383,0.7143040895654916,316,112
3919,Self-adhesive plastic sheets,Differentiated product,Industrial Chemicals and Metals,1.0715998548979668,0.7435888949147683,119,108
3920,"Other plates of plastics, noncellular and not reinforced",Undifferentiated product,"Construction, Building, and Home Supplies",0.03891350338840879,-0.47972829655766175,415,539
3921,"Other plastic plates, sheets etc.",Differentiated product,"Construction, Building, and Home Supplies",0.6390169593501351,-0.307786630885292,246,425
3922,"Baths, sinks etc.",Differentiated product,"Construction, Building, and Home Supplies",0.3918014853459787,-0.0440928166249967,325,296
3923,Packing lids,Differentiated product,"Construction, Building, and Home Supplies",-0.1466243517151257,-0.5433126641374626,456,607
3924,Plastic household articles,Differentiated product,"Construction, Building, and Home Supplies",-0.913221481439657,-0.4085569659072576,638,483
3925,Plastic builders' ware,Differentiated product,"Construction, Building, and Home Supplies",0.23518883487364697,-0.34521425403580897,364,443
3926,Other articles of plastic,Differentiated product,Electronic and Electrical Goods,0.9422125499672108,0.00647462859509902,156,277
4001,Natural rubber,Undifferentiated product,Textile and Home Goods,-1.9266436624890289,-0.6816699267188686,798,787
4002,Synthetic rubber,Undifferentiated product,Industrial Chemicals and Metals,0.6749996553107559,-0.11426655525779011,237,334
4005,Compounded rubber,Differentiated product,Metalworking and Electrical Machinery and Parts,1.1616992212125552,0.2608400022380166,105,203
4008,Vulcanized rubber plates,Differentiated product,Metalworking and Electrical Machinery and Parts,0.8098243583878204,0.01873656956571544,203,273
4009,Vulcanized rubber tubes,Differentiated product,Metalworking and Electrical Machinery and Parts,0.5678607009739741,-0.27846103662101884,266,404
4010,Conveyor belts of vulcanized rubber,Differentiated product,Metalworking and Electrical Machinery and Parts,1.0784714233319754,0.6808854269713909,116,119
4011,New pneumatic tires of rubber,Differentiated product,"Construction, Building, and Home Supplies",0.2522168353921454,-0.29430120559095835,356,417
4012,Used pneumatic tires of rubber,Differentiated product,Industrial Chemicals and Metals,0.3928225575088921,-0.02086483118513308,324,287
4013,Rubber inner tubes,Differentiated product,Textile and Home Goods,-0.3823141109917469,-0.11654723248267568,515,336
4015,Vulcanized rubber articles of apparel,Differentiated product,Textile and Home Goods,-0.3458169593515326,-0.06411755284481331,506,308
4016,Other articles of vulcanized rubber,Differentiated product,Metalworking and Electrical Machinery and Parts,0.6890742589374687,-0.11319091945355653,231,333
4101,Raw hides of bovines or equines,Undifferentiated product,Agriculture,-1.2522772425589743,-0.6192505282960822,719,710
4102,Raw skins of sheep or lambs,Differentiated product,Agriculture,-1.3740442017814614,-0.6957712848047158,745,803
4104,Tanned hides of bovines or equines,Undifferentiated product,Agriculture,-1.30647467740329,-0.6453533616726183,734,751
4105,Tanned sheepskins,Differentiated product,Agriculture,-1.5699002820143682,-0.6719790548198411,775,779
4106,Tanned skins of other animals,Differentiated product,Agriculture,-1.5144671419085909,-0.6226802134160568,765,718
4107,Bovine leather further prepared,Differentiated product,Agriculture,-0.6070373506596742,-0.6198382949887422,567,712
4202,Trunks or cases,Differentiated product,Agriculture,-0.918028950365786,-0.21769170453728048,641,378
4203,Leather apparel,Differentiated product,Agriculture,-0.6401465519871885,-0.336775619626271,575,437
4301,Other raw furskins,Differentiated product,Agriculture,-0.5434278148446451,-0.38353284870136206,547,465
4302,Other tanned furskins,Differentiated product,Agriculture,-0.502200351349462,-0.3966558718599859,538,475
4303,Furskin apparel,Differentiated product,Agriculture,0.01854712782712007,0.5521044457086364,421,143
4401,Fuel wood,Undifferentiated product,Agriculture,-0.3729345644371139,-0.5863899192464905,511,665
4403,Wood in the rough,Undifferentiated product,Agriculture,-1.1729061122156028,-0.716405285568715,702,814
4407,Wood sawn lengthwise,Differentiated product,Agriculture,-1.027287810531137,-0.7159350157111204,665,812
4408,Sheets for veneering for plywood,Undifferentiated product,Agriculture,-0.7763738323671139,-0.715396037859082,610,811
4409,Wood shaped along its edges,Differentiated product,Agriculture,-0.758866607677542,-0.647891537976697,602,754
4410,Particle board and similar board,Undifferentiated product,Agriculture,0.08295670900515595,-0.3974920060695792,404,476
4411,Fiberboard of wood,Undifferentiated product,Agriculture,-0.29254024957934205,-0.5285256530550753,493,581
4412,Plywood,Undifferentiated product,Agriculture,-0.8702589681169729,-0.6060041591926998,630,693
4415,Packing boxes,Differentiated product,Agriculture,0.14473450608188848,-0.48048346746777654,393,540
4418,Wood carpentry for construction,Differentiated product,Agriculture,0.10297532990753896,-0.5423336670881415,401,606
4421,Other articles of wood,Differentiated product,Agriculture,-0.435042726493076,-0.6003545897529067,527,682
4602,Basketwork,Differentiated product,Agriculture,-1.1895788594623211,-0.49771801146202216,706,554
4702,"Chemical woodpulp, dissolving grade",Undifferentiated product,Agriculture,-0.11353129885761092,-0.3341920793156993,446,435
4703,"Chemical woodpulp, soda or sulfate",Undifferentiated product,Agriculture,-0.2607218844992734,-0.09943151694763618,485,324
4705,Semichemical woodpulp,Undifferentiated product,Agriculture,-0.08914259852097298,-0.04872586280533022,440,300
4707,Paper waste,Undifferentiated product,Agriculture,-0.1324205337599964,-0.5436705514672195,452,609
4801,Newsprint,Undifferentiated product,Agriculture,0.9018072363294538,-0.06618569918231954,169,309
4802,Paper used for graphic purposes,Undifferentiated product,Agriculture,0.3711832956927166,-0.13408396678252182,330,347
4803,Tissue,Undifferentiated product,Agriculture,-0.59824765912793,-0.6177980254076546,562,707
4804,Uncoated kraft paper and paperboard,Undifferentiated product,Agriculture,-0.29070594542237616,-0.4454317452785165,492,507
4805,Other uncoated paper and paperboard,Undifferentiated product,Agriculture,-5.954887580896323e-4,-0.4064217235493769,426,481
4806,Transparent paper,Undifferentiated product,Agriculture,1.186173386382055,0.6898916368134445,100,117
4808,Corrugated paper and paperboard,Undifferentiated product,Agriculture,0.04950037791664241,-0.5256069528973374,413,579
4809,Carbon paper,Undifferentiated product,Agriculture,0.22362286693598316,0.3830575566954494,371,172
4810,"Paper and paperboard, coated with kaolin",Undifferentiated product,Agriculture,0.6041290504470197,0.05346213833335182,257,262
4811,"Cellulose wadding, coated",Undifferentiated product,Agriculture,0.28739448237843795,-0.0764578315307568,349,314
4813,Cigarette paper,Differentiated product,Agriculture,-0.08317793336997484,-0.2852803728130562,439,409
4814,Wallpaper,Differentiated product,Agriculture,0.20571435275882544,-0.22754560954025096,379,384
4818,Toilet paper,Differentiated product,Agriculture,-0.33693371560271823,-0.5721461242195675,504,643
4819,Cardboard packing containers,Undifferentiated product,Agriculture,-0.5121576726114762,-0.5595888598414267,540,634
4821,Paper labels,Differentiated product,Agriculture,-0.08085899367014976,-0.5229292473296765,438,573
4823,Other paper cut to size,Undifferentiated product,Agriculture,0.04713287179090061,-0.14983668669361752,414,358
4901,"Books, brochures etc.",Differentiated product,Agriculture,0.3605084810403805,-0.42203120368336583,332,495
4902,"Newspapers, journals and periodicals",Differentiated product,Agriculture,1.0345688046239327,0.3009671588920294,133,194
4907,Unused stamps,Differentiated product,Agriculture,-1.2759692173165196,-0.6534096970068424,725,761
4911,Other printed matter,Differentiated product,Agriculture,0.5241834048879392,-0.3033851264133103,282,422
5007,Woven silk fabrics,Differentiated product,Textile and Home Goods,-0.06271071580005193,0.9104499127214304,434,84
5101,Wool,Undifferentiated product,Textile and Home Goods,-1.701663539614768,-0.3932356165593978,785,471
5105,"Wool, combed",Undifferentiated product,Textile and Home Goods,-0.7630547535836303,-0.47435364299450256,605,532
5107,"Yarn of combed wool, not for retail sale",Undifferentiated product,Textile and Home Goods,0.2762023136045597,-0.1666333620330588,352,364
5111,Woven fabrics of carded wool,Differentiated product,Textile and Home Goods,0.3211724386236298,-0.32214175561305936,343,432
5112,Woven fabrics of combed wool,Differentiated product,Textile and Home Goods,0.2482058665108196,0.00936521656668869,360,276
5201,Raw cotton,Undifferentiated product,Textile and Home Goods,-2.2831805052954772,-0.6792004527702276,809,785
5205,Cotton yarn of > 85%,Undifferentiated product,Textile and Home Goods,-1.6245087967014749,-0.6049687554042941,779,691
5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,Undifferentiated product,Textile and Home Goods,-1.2648612530495236,-0.6023680895214355,722,684
5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,Undifferentiated product,Textile and Home Goods,-0.9849699896146707,-0.555140546391164,653,624
5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,Undifferentiated product,Textile and Home Goods,-0.983249418442698,-0.11275593368921512,652,331
5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,Undifferentiated product,Textile and Home Goods,-0.633506973930891,-0.2443920221382152,572,391
5309,Woven fabrics of flax,Differentiated product,Textile and Home Goods,0.4709903498939162,0.968722400313662,297,78
5401,Synthetic sowing thread,Undifferentiated product,Textile and Home Goods,-0.406133845402648,-0.4537793211832858,521,509
5402,Synthetic filament yarn,Undifferentiated product,Textile and Home Goods,0.2341508728629811,-0.11274469893954908,365,330
5403,Artificial filament yarn,Undifferentiated product,Textile and Home Goods,0.5829434600288331,0.870696602748334,264,92
5404,"Synthetic monofilament >67 dtex, thickness < 1mm",Undifferentiated product,Metalworking and Electrical Machinery and Parts,0.2925222397240542,-0.5207330634136161,347,570
5407,Woven fabrics of synthetic filament yarn,Undifferentiated product,Textile and Home Goods,-0.6057220381462098,0.1757151872381054,565,230
5408,Woven fabrics of artificial filament yarn,Differentiated product,Textile and Home Goods,0.2656638156352329,0.10994743889428658,354,246
5501,Synthetic filament tow,Undifferentiated product,"Construction, Building, and Home Supplies",-0.3263254387531966,-0.14348669023438695,500,354
5502,Artificial filament tow,Undifferentiated product,Industrial Chemicals and Metals,0.4034972569774022,0.15727804042258822,321,236
5503,Synthetic staple fibers,Undifferentiated product,Textile and Home Goods,0.17889232940505978,-0.11117128097901148,384,329
5504,"Artificial staple fibers, not processed for spinning",Undifferentiated product,Textile and Home Goods,0.1652343884996426,0.2096427041159829,387,221
5509,"Yarn of synthetic staple fibers, not for retail sale",Undifferentiated product,Textile and Home Goods,-0.5013941772672975,-0.33979256351359827,537,439
5510,"Yarn of artificial staple fibers, not for retail sale",Undifferentiated product,Textile and Home Goods,-0.32524924084238244,0.25316691715707346,499,207
5512,Woven fabrics of > 85% synthetic staple fibers,Undifferentiated product,Textile and Home Goods,-0.6331526601120038,-0.4087291680271331,571,484
5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,Undifferentiated product,Textile and Home Goods,-1.4974461926598752,-0.3400248665593288,763,440
5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,Undifferentiated product,Textile and Home Goods,-0.6251168423473145,-0.31193950757330263,569,427
5515,Other woven fabrics of synthetic staple fibers,Undifferentiated product,Textile and Home Goods,-0.2145654750462029,-0.00237700620456965,472,279
5516,Woven fabrics of artificial staple fibers,Differentiated product,Textile and Home Goods,-0.5315032243057877,0.5928438663599186,543,133
5601,Wadding of textile materials,Differentiated product,Textile and Home Goods,0.08906363897945835,-0.3559458237454461,402,452
5602,Felt,Differentiated product,Textile Apparel and Accessories,0.45466421243395416,0.24816988461360853,303,210
5603,Nonwoven textiles,Differentiated product,Textile Apparel and Accessories,0.877303071470373,-0.03432441964800646,181,291
5607,Twine and ropes of baste fibers,Differentiated product,Textile and Home Goods,-0.7651414013649642,-0.5330373998966337,607,591
5608,Nets,Differentiated product,Textile and Home Goods,-0.7889982023414764,-0.46399903851713736,615,518
5701,"Carpets, knotted",Differentiated product,Textile and Home Goods,-0.7954252624587569,-0.2540079147988906,618,396
5702,Woven carpets and rugs,Differentiated product,Textile and Home Goods,-1.0107750263482906,-0.4046223330229947,662,479
5703,"Carpets, tufted",Differentiated product,Textile and Home Goods,-0.16603349265750858,-0.1975448945246012,463,374
5705,Other carpets,Differentiated product,Textile and Home Goods,-1.1896319465159026,-0.28680373313744945,707,411
5801,Woven pile fabrics,Differentiated product,Textile and Home Goods,0.5080325359544845,1.4313585647878313,284,36
5804,Lace and net fabrics,Differentiated product,Textile and Home Goods,-0.7527546063208437,-0.16138218085587747,601,361
5806,Narrow woven fabrics,Differentiated product,Textile and Home Goods,-0.2508840589776084,-0.14556514432436626,480,356
5807,Labels and badges of textiles,Differentiated product,Textile and Home Goods,-0.6613393908862844,-0.3686431843588851,581,458
5810,Embroidery in the piece,Differentiated product,Textile and Home Goods,-0.3429154698646276,-0.0855363049192334,505,320
5902,Tire cord fabric,Differentiated product,Textile and Home Goods,0.4526008831402849,0.6028582442000572,305,132
5903,Textile fabrics impregnated with plastics,Differentiated product,Textile and Home Goods,1.4017262359350773,2.421608790621621,62,13
5906,Rubberized textile fabrics,Differentiated product,Textile and Home Goods,0.7839972897909326,0.4667275472751504,210,154
5911,Textile articles for technical use,Differentiated product,Textile and Home Goods,1.0969830936988834,-0.14542595532384553,111,355
6001,"Pile fabrics, knit",Differentiated product,Textile and Home Goods,-0.5554178920056528,0.493473703442756,551,150
6002,Other knitted fabrics,Differentiated product,Textile and Home Goods,-0.759016746581673,-0.33966415982436804,603,438
6101,"Men's overcoats, knit",Differentiated product,Textile Apparel and Accessories,-1.0855560967780875,-0.5544595649546643,678,622
6102,"Women's overcoats, knit",Differentiated product,Textile Apparel and Accessories,-1.0960605576838296,-0.6205446995909173,680,714
6103,"Men's suits, knit",Differentiated product,Textile Apparel and Accessories,-1.46130672470797,-0.5405297239525845,756,604
6104,"Women's suits, knit",Differentiated product,Textile Apparel and Accessories,-1.3234488364222468,-0.5462913362285221,736,613
6105,"Men's shirts, knit",Differentiated product,Textile Apparel and Accessories,-1.5262217071880615,-0.5584336955583887,767,630
6106,"Women's shirts, knit",Differentiated product,Textile Apparel and Accessories,-1.3285099661076245,-0.6025716406075656,738,685
6107,"Men's undergarments, knit",Differentiated product,Textile Apparel and Accessories,-1.2284737156410084,-0.5211217746378416,714,571
6108,"Women's undergarments, knit",Differentiated product,Textile Apparel and Accessories,-1.474669786108704,-0.4673618018137023,758,525
6109,"T-shirts, knit",Differentiated product,Textile Apparel and Accessories,-1.3931714594971891,-0.5652025250856496,749,638
6110,"Sweaters, pullovers, sweatshirts etc., knit",Differentiated product,Textile Apparel and Accessories,-1.2387078830918263,-0.5435104691447724,717,608
6111,"Babies' garments, knit",Differentiated product,Textile Apparel and Accessories,-1.32479703756309,-0.4589097067360991,737,513
6112,"Activewear, knit",Differentiated product,Textile Apparel and Accessories,-0.9136050058876162,-0.4187557177016924,639,492
6114,"Other garments, knit",Differentiated product,Textile Apparel and Accessories,-1.2760872068109903,-0.5310941430159638,726,587
6115,"Socks, stockings, etc., knit",Differentiated product,Textile Apparel and Accessories,-0.7963249399952185,-0.4742005777083028,620,531
6116,"Gloves, knit",Differentiated product,Textile Apparel and Accessories,-0.993683956501963,-0.2849187557589342,658,408
6117,"Other clothing accesories, knit",Differentiated product,Textile Apparel and Accessories,-1.3226373511398848,-0.4853293339962391,735,542
6201,"Men's overcoats, not knit",Differentiated product,Textile Apparel and Accessories,-1.0495531047577162,-0.4714856864453024,669,528
6202,"Womens overcoats, not knit",Differentiated product,Textile Apparel and Accessories,-0.8233451100941767,-0.32575562046326745,624,433
6203,Men's suits and pants,Differentiated product,Textile Apparel and Accessories,-1.3360688155330016,-0.572125925249823,740,642
6204,Women's suits and pants,Differentiated product,Textile Apparel and Accessories,-1.1529346434567165,-0.5495881103633391,696,615
6205,Men's shirts,Differentiated product,Textile Apparel and Accessories,-1.189909679344762,-0.535037635310546,708,594
6206,Women's shirts,Differentiated product,Textile Apparel and Accessories,-1.0633748521299344,-0.5001443463072818,670,558
6207,Men's undergarments,Differentiated product,Textile Apparel and Accessories,-1.2551027908579944,-0.505388590498982,720,565
6208,Women's undergarments,Differentiated product,Textile Apparel and Accessories,-1.2936068451633544,-0.4933112142216471,731,548
6209,Babies' garments,Differentiated product,Textile Apparel and Accessories,-1.1369942664581605,-0.47870081339464265,691,538
6210,Garments made of textile felts and nonwoven fabric,Differentiated product,Textile Apparel and Accessories,-0.9638038767652592,-0.4683029567477871,646,526
6211,Activewear,Differentiated product,Textile Apparel and Accessories,-1.1164895861723465,-0.5738199098193599,684,647
6212,Brassieres,Differentiated product,Textile Apparel and Accessories,-1.0801029939408149,-0.4749862798165162,677,533
6214,"Shawls, scarves, etc.",Differentiated product,Textile Apparel and Accessories,-0.9128734805908484,-0.1915246114580728,637,372
6215,"Ties, bow ties and cravats",Differentiated product,Textile Apparel and Accessories,0.2817087812218168,0.5604641501680331,350,140
6217,Other clothing accesories,Differentiated product,Textile Apparel and Accessories,-0.7929994523647306,-0.5504710663503131,617,616
6301,Blankets,Differentiated product,Textile Apparel and Accessories,-1.1641113861300467,-0.16183684687870434,699,362
6302,House linen,Differentiated product,Textile Apparel and Accessories,-1.2766772692511674,-0.5147584632552397,727,567
6303,Curtains,Differentiated product,Textile and Home Goods,-0.31344264741211647,-0.06232077713257046,496,307
6304,Other furnishing articles,Differentiated product,Textile Apparel and Accessories,-1.2361244511410427,-0.499476504639212,716,557
6305,Bags for packing goods,Differentiated product,Textile Apparel and Accessories,-1.582969124502891,-0.6650362223190807,778,772
6306,"Tents, tarpaulins, etc.",Differentiated product,Textile and Home Goods,-0.7889229785549643,-0.3685982331451148,614,457
6307,Other made up articles,Differentiated product,Textile Apparel and Accessories,-1.1930918205687997,-0.46198999948552344,709,514
6309,Used clothes and textiles,Differentiated product,Textile Apparel and Accessories,-0.5087524522309962,-0.5154410283299273,539,568
6402,Other footwear of rubber or plastics,Differentiated product,Textile Apparel and Accessories,-1.2469936094742815,-0.4204609906749089,718,493
6403,Leather footwear,Differentiated product,Textile Apparel and Accessories,-0.6345151542534319,-0.36970779892175626,573,459
6404,Textile footwear,Differentiated product,Textile Apparel and Accessories,-0.7780772372069513,-0.24113911143671465,611,388
6405,Other footwear,Differentiated product,Textile Apparel and Accessories,-1.0435119643503667,-0.5914386685249594,668,669
6505,"Hats, knit",Differentiated product,Textile Apparel and Accessories,-1.130884268695225,-0.412009262384044,687,487
6506,Other headgear,Differentiated product,Textile and Home Goods,0.450246582761892,0.1016328371029122,308,247
6601,Umbrellas,Differentiated product,Textile Apparel and Accessories,-0.1893063066141566,1.2179082399562535,469,49
6702,Artificial flowers,Differentiated product,Textile and Home Goods,-1.1307212720252615,1.5943278776923002,686,27
6704,Wigs,Differentiated product,Textile Apparel and Accessories,-2.2039647825037596,-0.5370801707834661,807,600
6801,"Flagstones, of natural stone",Differentiated product,"Construction, Building, and Home Supplies",-0.6423192960873954,-0.355454406830891,576,451
6802,Worked building stone,Differentiated product,"Construction, Building, and Home Supplies",-0.8764674394109955,-0.47509422388261857,632,534
6804,Grindstones,Differentiated product,Metalworking and Electrical Machinery and Parts,1.409869639389307,0.6244365023471848,59,128
6805,Natural or artificial abrasive powder,Differentiated product,Textile and Home Goods,1.3520723935916947,0.3794768556428066,71,175
6807,Asphalt,Differentiated product,"Construction, Building, and Home Supplies",-0.2369551179080637,-0.5956181054112789,477,674
6809,Plaster articles,Differentiated product,"Construction, Building, and Home Supplies",-0.54859988523875,-0.6312729360429241,548,730
6810,"Articles of cement, of concrete or of artificial stone",Differentiated product,"Construction, Building, and Home Supplies",0.4332641478957394,-0.4440775633344805,314,505
6813,Friction material and articles thereof,Differentiated product,Metalworking and Electrical Machinery and Parts,0.35893952078187413,-0.28572677812921426,333,410
6815,Articles of stone or of other mineral substances,Differentiated product,Minerals,0.9759177488609906,-0.01129209435506174,145,284
6902,"Bricks, tiles and similar refractory ceramic constructional goods",Differentiated product,Metalworking and Electrical Machinery and Parts,0.8305419046481689,0.7957012350542809,193,99
6907,Unglazed ceramic flags and pavers,Differentiated product,"Construction, Building, and Home Supplies",-1.1363246839233627,-0.47725592709027104,690,536
6908,Glazed ceramic flags and pavers,Differentiated product,Textile and Home Goods,-1.077759220111298,-0.5455127235841166,676,612
6910,"Ceramic sinks, washbasins, and similar sanitary fixtures",Differentiated product,Textile and Home Goods,-0.7369876537195607,-0.30596531884217515,595,423
6911,Porcelain or china household articles,Differentiated product,Textile and Home Goods,-0.8730961301101031,0.5168423587607617,631,146
6912,Ceramic household articles,Differentiated product,Textile and Home Goods,0.15111437722708884,-0.00772167582829374,391,282
6913,Ornamental ceramic articles,Differentiated product,Textile and Home Goods,-0.28621317372109795,0.8288330226961659,491,97
7002,Glass balls,Differentiated product,Industrial Chemicals and Metals,1.251634548532656,1.7122318078112817,91,24
7004,Drawn and blown glass,Differentiated product,Industrial Chemicals and Metals,-0.14815947082515316,-0.6239444206446706,458,721
7005,Float glass,Differentiated product,Textile and Home Goods,-0.16774396593940108,-0.607358251837433,464,695
7006,Worked glass,Differentiated product,Industrial Chemicals and Metals,1.3667258006420968,0.8996122961857991,68,86
7007,Safety glass,Differentiated product,"Construction, Building, and Home Supplies",0.49985217933644105,-0.10805741400867495,286,327
7008,Multiple-walled insulating glass,Differentiated product,"Construction, Building, and Home Supplies",0.5633163736833924,-0.15527888383144686,267,360
7009,Glass mirrors,Differentiated product,Metalworking and Electrical Machinery and Parts,0.45787487016005973,0.5661130886300844,302,139
7010,Glass containers for conveyance,Differentiated product,"Construction, Building, and Home Supplies",-0.42297988825459715,-0.5992682442871065,524,678
7018,Glass beads,Differentiated product,Textile and Home Goods,0.8202891776971298,1.2460406872057983,195,47
7019,Glass fibers,Differentiated product,"Construction, Building, and Home Supplies",0.37006907378111326,-0.23035412610875777,331,386
7020,Other articles of glass,Differentiated product,"Construction, Building, and Home Supplies",0.7146934352546693,0.16472328474870532,228,235
7102,Diamonds,Undifferentiated product,Industrial Chemicals and Metals,-0.9880490860811544,-0.6744786299211921,655,781
7106,Silver,Undifferentiated product,Industrial Chemicals and Metals,-0.5985549938220638,-0.6236204738304658,563,720
7110,Platinum,Undifferentiated product,Industrial Chemicals and Metals,0.5042860683422601,-0.11652320408989718,285,335
7112,Scrap of precious metal,Undifferentiated product,Industrial Chemicals and Metals,-0.35196195830933724,-0.5293214649490996,508,585
7117,Imitation jewelry,Differentiated product,Textile and Home Goods,-0.28396245297873846,-0.23794241900609223,490,387
7201,Pig iron,Undifferentiated product,Minerals,-1.0062743518377302,0.09712839661033364,660,248
7202,Ferroalloys,Undifferentiated product,Minerals,-1.493623143733618,-0.5972140764239308,762,675
